ticket_id,date_raised,date_resolved,department,region,agent_name,customer_name,customer_email,priority,status,response_time_minutes,customer_satisfaction_score,revenue_impact
5F1C4F3F,10/6/2024,10/8/2024,Operations,North America,Kimberly Collier,Jordan Grimes,laurie23@example.net,Critical,Resolved,3431,2.56,158.02
B01B8BEB,10/7/2024,10/7/2024,Customer Support,Middle East,Megan Green,Renee Carlson,larryforbes@example.org,High,Resolved,812,2.26,37293.9
22171A36,10/8/2024,10/10/2024,Customer Support,Middle East,Destiny Bennett,Elizabeth Myers,gary20@example.org,High,Resolved,4171,3.21,2889.81
2DC7E920,10/9/2024,10/9/2024,Technical Support,Africa,Paul Kennedy,Steven Long,forbesjeff@example.com,Critical,Resolved,1071,4.82,33889.06
97E45EE1,10/10/2024,10/12/2024,Billing,Africa,Mr. Travis Burgess,Ian Peterson MD,jgonzales@example.org,Medium,Resolved,2978,1.85,49398.9
CEF17081,10/10/2024,10/11/2024,Sales,Europe,Jessica Tran,Suzanne Chung,aaronallen@example.net,Critical,Resolved,2335,3.06,35666.42
5674D283,10/12/2024,10/13/2024,Technical Support,Middle East,Courtney Maldonado,Debra Graham,henrywilliam@example.net,Low,Resolved,2686,3.78,39903.46
AFD81D32,10/13/2024,10/13/2024,Sales,Asia Pacific,Karina Larson,David Harris,ortizsharon@example.net,Critical,Resolved,1026,3.93,43760
1E0FD4D9,10/13/2024,10/15/2024,Sales,North America,Dawn Young,Casey Owens,davidwilliams@example.net,Medium,Resolved,4113,3.63,13579.22
3B812800,10/13/2024,,Technical Support,North America,Debra Harris,Adam Moore,jenniferwebb@example.org,High,Unresolved,,,1646.24
D0C8A69D,10/13/2024,10/13/2024,Operations,North America,Elizabeth Crawford,Lisa Hines,julielawson@example.net,High,Resolved,1433,3.35,10063.77
6D514C60,10/14/2024,10/16/2024,Technical Support,Asia Pacific,Craig Murphy,Jose Kaufman,owenmadison@example.org,Critical,Resolved,3078,4.08,27767.79
214EA526,10/14/2024,10/16/2024,Customer Support,Asia Pacific,Luis Phillips,Brian Rodriguez,theresathompson@example.net,Medium,Resolved,4001,3.56,10905.63
A3690EAA,10/14/2024,10/14/2024,Sales,North America,Pamela Armstrong,Kyle Harvey,antonioneal@example.org,Medium,Resolved,873,3.93,10986.12
16676A0F,10/15/2024,10/17/2024,Billing,Africa,Elizabeth Mayer,Billy Mendez,rebeccakeller@example.com,Low,Resolved,2936,1.48,33222.26
499EDEFB,10/17/2024,10/17/2024,Sales,Europe,Sarah Madden,Brian Johnson,jesushardy@example.com,High,Resolved,312,1.94,23556.35
038AAEFA,10/17/2024,10/18/2024,Customer Support,Asia Pacific,Rachel Ramos,Catherine Steele,lewisnichole@example.net,Critical,Resolved,2598,2.75,14279.97
C8D6C98A,10/19/2024,,Sales,Asia Pacific,Victoria Young,Timothy Davenport,mramirez@example.net,Critical,Unresolved,,,7747.64
233A3F73,10/20/2024,10/21/2024,Operations,Asia Pacific,Evan Coleman,Tiffany Morgan,mcleandavid@example.com,High,Resolved,2855,3.32,6950.54
41476921,10/20/2024,10/22/2024,Customer Support,North America,Joanne Mathis,James Sanchez,batesnicholas@example.org,Medium,Resolved,3644,3.36,47117.05
C02AADBA,10/21/2024,10/21/2024,Billing,Middle East,Natasha Bonilla,Andrew Marks,jeremiah91@example.com,High,Resolved,888,4.64,19306.36
D8383D4A,10/22/2024,10/24/2024,Billing,Asia Pacific,Debra Whitehead,Samantha Stevenson,schultzjanet@example.org,Low,Resolved,3721,3.21,26297.48
C5591CA3,10/22/2024,10/23/2024,Billing,Asia Pacific,Jennifer Ochoa,Chelsea Curry,flynngary@example.net,Medium,Resolved,2145,2.07,896.28
9E3CF374,10/23/2024,10/23/2024,Billing,North America,Nicholas Barnes,Gary Silva,karenvincent@example.net,Critical,Resolved,1041,2.23,6632.22
69322F86,10/24/2024,10/25/2024,Operations,North America,Benjamin Adams,Kevin Merritt,valeriebaker@example.net,Critical,Resolved,2327,2.31,31506.52
A04FAB2A,10/25/2024,,Billing,North America,Melissa Contreras,Gina White,williamslaurie@example.org,Medium,Unresolved,,,17559.36
0FC66D01,10/26/2024,,Customer Support,Middle East,Lauren Morris,Crystal Cole,nicoleball@example.net,Critical,Unresolved,,,39910.36
D9F5267D,10/26/2024,,Sales,North America,Brandi Luna,Victor Martinez,kristy10@example.com,Low,Unresolved,,,32274.31
3005C29D,10/26/2024,,Sales,North America,Kathy Neal,Alexis Thompson,andersonjames@example.com,Low,Unresolved,,,17355.73
CDC457FC,10/27/2024,10/29/2024,Billing,Europe,Matthew Clark,Joanna Decker,bushdanielle@example.org,High,Resolved,4156,1.51,33543.46
8E959153,10/27/2024,10/29/2024,Customer Support,North America,Judith Rogers,Eric Mccarthy,zbarnes@example.net,High,Resolved,3236,4.92,21409.64
80B3B79A,10/27/2024,10/29/2024,Sales,Middle East,Daniel Barber,Brittany Berg,danielwilson@example.net,Low,Resolved,4075,1.63,12376.97
20563350,10/28/2024,10/28/2024,Technical Support,Middle East,George Campbell,Christopher Thomas,mark35@example.org,Critical,Resolved,424,1.85,1354.73
FA2945FB,10/28/2024,10/29/2024,Technical Support,Asia Pacific,Stacey Roach,Hannah Lopez,hcastillo@example.org,Medium,Resolved,1618,2.01,16350.89
82C54D63,10/30/2024,,Technical Support,Asia Pacific,Javier Frazier,Jessica Martin,thomasstephanie@example.net,Critical,Unresolved,,,7721.98
6B4DB73A,10/31/2024,10/31/2024,Billing,Europe,Larry Marsh,Austin Macias,browngeorge@example.net,Medium,Resolved,818,4.91,1966.17
DCB65D58,10/31/2024,,Operations,North America,Brian Maxwell,Austin Rios,stevenserika@example.net,Medium,Unresolved,,,42116.67
6F06FE1B,11/2/2024,11/4/2024,Sales,Asia Pacific,Beth Anderson,Amanda Ferguson,bentleycraig@example.com,Low,Resolved,3527,4.59,46871.84
FECD24D0,11/3/2024,11/4/2024,Technical Support,Asia Pacific,Jody Roberts,Kara Jones,amandamills@example.org,Critical,Resolved,2258,1.14,19292.22
FE519F4E,11/3/2024,11/4/2024,Customer Support,Middle East,Brian Ortiz,Janice Jones,vgreen@example.org,Critical,Resolved,1487,3.25,41211.09
61A11C35,11/5/2024,,Customer Support,Asia Pacific,Sara Hayes,Justin Serrano,davistheresa@example.org,Low,Unresolved,,,26859.31
AD900D59,11/5/2024,,Technical Support,Middle East,Gabriella Walters,Hayden Ross,michaelgibbs@example.org,High,Unresolved,,,16808.12
94766C08,11/7/2024,11/7/2024,Operations,Europe,Patrick Stone,Jeffery Sanchez,bmcdonald@example.net,High,Resolved,120,4.52,40528.87
D66876B1,11/7/2024,11/7/2024,Sales,Africa,Sharon Hurley,Sandra Baker,timothyhill@example.org,High,Resolved,924,2.94,44650.69
F18AA160,11/7/2024,11/9/2024,Billing,Africa,Kelly Adams,Andrea Hernandez,jordanjeffrey@example.com,Critical,Resolved,4165,2.63,44423.54
1AE9CE38,11/8/2024,11/9/2024,Sales,North America,Robert Cooper,Cody Koch,david96@example.org,High,Resolved,2836,3.41,1460.4
1A2D5692,11/9/2024,11/9/2024,Operations,Africa,Jacob Pope,Steven Patterson,carpentererica@example.net,High,Resolved,38,4.59,33687.1
63ADC67E,11/9/2024,11/11/2024,Technical Support,Asia Pacific,Courtney Barnett,Summer Martinez,schroederrachel@example.org,Medium,Resolved,3479,1.8,20081.04
07F37847,11/9/2024,11/11/2024,Billing,Africa,Danielle Graham PhD,Robert Fletcher,esmith@example.com,Critical,Resolved,3588,4.69,36285.5
D56F28D4,11/11/2024,11/13/2024,Customer Support,Middle East,Carmen Lopez,Lindsey Dominguez,padilladebra@example.net,Low,Resolved,3997,4.3,2383.37
5013B4C2,11/11/2024,,Billing,Middle East,Dr. Micheal Cardenas MD,Alexandra Espinoza,jacksonpamela@example.com,Critical,Unresolved,,,12175.52
9686BF71,11/12/2024,11/13/2024,Operations,Europe,James Higgins,Nicole Stone,salazarjohn@example.org,High,Resolved,1544,2.57,16890.71
5C4B9186,11/13/2024,,Sales,North America,Kelsey Strickland,Mitchell Cole,phillip43@example.net,Medium,Unresolved,,,3771.63
03391BF1,11/15/2024,11/15/2024,Technical Support,Middle East,Emily Howard,Bethany York,garygonzalez@example.net,Critical,Resolved,646,2.14,47961.04
0535C54C,11/15/2024,11/17/2024,Customer Support,Africa,Kimberly Gallagher,Christina Shah,suzanne21@example.org,High,Resolved,3137,3.38,37071.88
ED53E698,11/16/2024,11/16/2024,Operations,Europe,Andrew Weber,Kevin Ortega,robertwilliams@example.net,Medium,Resolved,641,1.81,29648.13
81A871CD,11/16/2024,11/16/2024,Customer Support,North America,Justin Rosales,James Chapman,laceybrown@example.net,High,Resolved,615,3.18,40817.12
5DFDE685,11/17/2024,11/19/2024,Sales,Europe,Erica Sanders,Charles Davis,richardrandolph@example.org,Critical,Resolved,3060,1.87,22802.48
519C65AC,11/17/2024,11/19/2024,Billing,Asia Pacific,Norman Harris,Christopher Gallagher,alexjackson@example.org,Medium,Resolved,4300,3.53,42761.54
9BE3492D,11/18/2024,,Customer Support,Europe,Brian Jones,Kristen Simmons,eric77@example.net,Critical,Unresolved,,,24572.94
C26FC5E4,11/19/2024,11/19/2024,Customer Support,Europe,Gina Neal,Andrew Martin,hernandeznicole@example.org,Medium,Resolved,399,3.1,28680.46
21296561,11/19/2024,,Operations,Europe,Rachel Martinez,David Ellis,ashleygriffith@example.com,Critical,Unresolved,,,7033.3
E893C0AA,11/20/2024,11/22/2024,Sales,Middle East,Frank Hall,Karen Fuller,vjones@example.org,Low,Resolved,4228,1.15,42218.05
EE13462F,11/20/2024,11/22/2024,Customer Support,Middle East,Matthew Winters,Patricia Thomas,richardsondarryl@example.com,High,Resolved,3443,4.49,40227.87
3AA4A92A,11/21/2024,,Customer Support,Asia Pacific,Amanda Rhodes,Teresa Ramirez,monique65@example.com,Critical,Unresolved,,,3302.72
7C076E25,11/21/2024,11/22/2024,Billing,Middle East,Joseph Gray,Mrs. Nancy Barron,michaelholland@example.com,Low,Resolved,1808,3.02,28899.2
C42E9CB6,11/22/2024,11/23/2024,Billing,Asia Pacific,Jonathan Farrell,Alexandra Olsen,burnsjulie@example.org,Low,Resolved,2478,4.72,23833.99
CC98DCA3,11/23/2024,,Customer Support,Middle East,Robert Becker,Sonia Gardner,harrisoncarlos@example.com,Low,Unresolved,,,21623.42
53EE91A0,11/24/2024,11/26/2024,Billing,North America,Michelle Parker,Richard Martinez,robin30@example.com,Medium,Resolved,4018,2.43,38937.81
167125B0,11/26/2024,11/26/2024,Technical Support,Asia Pacific,Deborah Crane,Nancy Bradley,lcampbell@example.org,Low,Resolved,175,4.96,21193.44
9818337,11/26/2024,11/27/2024,Technical Support,Asia Pacific,John Johns,Amy White,davismatthew@example.org,Medium,Resolved,1845,1.08,2922.22
56484A8B,11/27/2024,11/28/2024,Operations,Africa,Timothy Williams DDS,Nicholas Goodwin,padams@example.org,High,Resolved,1873,1.93,13888.46
7896BF99,11/27/2024,,Technical Support,Africa,Joshua Ford,Clinton Moore,rhondacoleman@example.org,High,Unresolved,,,41404.49
72E4BD2A,11/28/2024,11/28/2024,Customer Support,Europe,April Willis,Lisa Clay,bakermeghan@example.org,Medium,Resolved,676,3.68,8061.63
DD3A6985,11/30/2024,12/1/2024,Operations,Africa,Rachael Young,Kari Robinson,benjamin90@example.net,Low,Resolved,2639,3.58,41853.61
88C5896F,11/30/2024,12/2/2024,Operations,Europe,James Wright,Patrick Oconnor,leonardedward@example.org,Low,Resolved,4068,4.08,47829.63
2000A918,12/1/2024,,Billing,Europe,Jesse Long,Jessica Mills,ronniemiranda@example.org,Low,Unresolved,,,43755.12
3A173DBF,12/1/2024,,Sales,Asia Pacific,Cody Christian,Justin Nelson DDS,ftaylor@example.org,Medium,Unresolved,,,7320.56
145A340B,12/1/2024,12/1/2024,Operations,Asia Pacific,Steven Brown,Misty Jackson,jamiemitchell@example.org,Medium,Resolved,566,2.67,6657.06
871F51D3,12/2/2024,12/4/2024,Customer Support,Asia Pacific,Ashlee Frank,Robert Trujillo,knightrobert@example.org,Critical,Resolved,4089,3.82,24914.11
F35C743A,12/3/2024,12/4/2024,Sales,Africa,Rebecca Jackson,Joy Bowers,laurie66@example.org,Low,Resolved,2330,3.35,36525.74
44CEDAEC,12/3/2024,12/3/2024,Sales,Asia Pacific,Ronald Carr,Meghan Porter,laura36@example.net,High,Resolved,427,1.21,36380.28
5DB1B871,12/4/2024,12/4/2024,Sales,Africa,Lawrence Patterson,Ryan Quinn,tthomas@example.com,High,Resolved,325,1.5,23840.73
914C90D0,12/4/2024,,Operations,Middle East,Gregory Owens,Kimberly Horton,aaronrodriguez@example.com,Low,Unresolved,,,26334.51
AB848482,12/5/2024,,Billing,Middle East,Kevin Campbell,Peter Young,shelbyfowler@example.org,Medium,Unresolved,,,13955.85
4572AC47,12/5/2024,12/7/2024,Billing,Asia Pacific,Hannah Alvarez,Paula Chapman,nicholas49@example.com,Low,Resolved,3038,3.62,7211.82
C0E2C54D,12/6/2024,12/6/2024,Billing,Africa,Leah Ewing,Victor Miller,rosedaniel@example.org,High,Resolved,935,2.88,17377.39
FBF629CD,12/6/2024,12/7/2024,Customer Support,Africa,Danielle Williamson,Elizabeth Morris,dlee@example.com,Medium,Resolved,2518,2.22,23330.78
D8826D5B,12/7/2024,12/9/2024,Billing,Asia Pacific,Patrick Price,Sandra Brooks,jameskim@example.org,Medium,Resolved,2903,2.51,22858.25
D7758D26,12/7/2024,12/7/2024,Sales,Europe,Robin Alvarez,Rachel Harris,laurapatterson@example.net,Medium,Resolved,778,1.21,34155.14
C6A267D3,12/9/2024,12/10/2024,Technical Support,Middle East,Miranda Ruiz,Edward Ingram,dennis23@example.com,Critical,Resolved,1605,3.93,46460.91
9F2F7CD1,12/9/2024,,Technical Support,Africa,Elizabeth Daugherty,Jason Cook,maxwellsmith@example.org,Critical,Unresolved,,,17832.89
44E9B3A2,12/9/2024,,Operations,Africa,Jesse Hart,Jonathan Davis,michaellogan@example.com,Medium,Unresolved,,,46732.25
C6AE6724,12/11/2024,12/12/2024,Operations,Middle East,Frank Shepherd,Antonio Ross,vcolon@example.net,Medium,Resolved,2583,3.03,9729.28
7924AE49,12/11/2024,12/12/2024,Operations,Middle East,Judy Rosales,Luke Compton,tharris@example.com,High,Resolved,1526,2.33,8799.54
7B5F39F1,12/11/2024,,Operations,Europe,Stephanie Collier,Darren Turner,lisa71@example.org,Medium,Unresolved,,,18429.53
53B18368,12/13/2024,12/13/2024,Billing,Asia Pacific,Alan Williams,Casey Poole,bdunn@example.com,Low,Resolved,814,4.67,36207.33
C36823BB,12/14/2024,12/15/2024,Operations,Asia Pacific,Linda Russo,Thomas Freeman,albert98@example.net,Critical,Resolved,1952,1.58,49388.84
75948586,12/14/2024,12/14/2024,Sales,North America,Scott Lozano,Melissa Phillips,dustinwebster@example.net,Critical,Resolved,206,2.19,45792.07
E089EFC7,12/14/2024,12/14/2024,Customer Support,Europe,Christina Martin,Mark Wilson MD,xspencer@example.net,High,Resolved,1429,4.45,10217.94
7F16A0D2,12/14/2024,12/14/2024,Sales,Asia Pacific,Douglas Johnson,Karen Long,hannahgriffith@example.com,Critical,Resolved,656,3.94,16002.58
0D477918,12/14/2024,12/16/2024,Customer Support,Asia Pacific,Laura Brown,Christine Hernandez,brittney50@example.net,Medium,Resolved,2927,4.4,9075.49
4C44024C,12/14/2024,12/14/2024,Billing,Middle East,Stephanie Morgan,Matthew Jarvis,herreramary@example.net,High,Resolved,1327,3.95,40284.66
68EDD292,12/15/2024,12/17/2024,Operations,Africa,Ann Jennings,Samuel Carter,mgillespie@example.com,Low,Resolved,3024,2.22,46577.16
83D0ECE9,12/15/2024,12/15/2024,Customer Support,Africa,Craig Foster,Janice Washington,richardaustin@example.net,Medium,Resolved,844,2.81,30435.47
0E027464,12/15/2024,12/16/2024,Sales,North America,Jason Hall,Justin Holmes,jeffreylopez@example.net,High,Resolved,1929,4.75,26249.15
7BF00D58,12/16/2024,12/17/2024,Customer Support,Asia Pacific,Mary Stevens,Sheena Wilson,mmiller@example.com,Critical,Resolved,1930,2.54,10819.89
E4DA9221,12/16/2024,12/18/2024,Billing,Africa,Dana Rodriguez,Caleb Robinson,benjamin40@example.com,Medium,Resolved,3924,4.23,48882.04
D9247EB5,12/16/2024,12/16/2024,Billing,North America,Joseph Vega,Robert Gill,carrillosydney@example.org,Critical,Resolved,897,3.76,28146.32
A7E230F5,12/17/2024,,Operations,Europe,Jennifer Swanson,Sergio Shannon,smithmary@example.net,Critical,Unresolved,,,33672.48
88DE731E,12/19/2024,,Sales,Middle East,Marcus Hoover,Elizabeth Vargas,wbridges@example.com,High,Unresolved,,,11815.75
A5FA910D,12/19/2024,,Technical Support,Europe,Tammy Nguyen,Brandon Roberson,elizabeth99@example.com,High,Unresolved,,,30077.69
44C7BB72,12/19/2024,12/21/2024,Sales,Africa,Jeffrey Williamson,Linda Neal,hansenlarry@example.org,High,Resolved,3061,1.27,43984.2
E132488A,12/23/2024,,Operations,Africa,Johnny Freeman,Andrea Snyder,ericfernandez@example.net,Critical,Unresolved,,,26740.08
FE9C3D4F,12/24/2024,12/24/2024,Customer Support,Europe,Heather Morales,Heather Martinez,lindsayalvarez@example.net,Critical,Resolved,1143,3.31,2150.69
0864E9F4,12/24/2024,12/25/2024,Customer Support,Middle East,Pamela Webb,Kathleen Hicks,agraham@example.com,Medium,Resolved,2318,4.65,24689.77
2.40E+289,12/25/2024,12/25/2024,Operations,Middle East,Eric Mcclure,Cindy Rojas,mmontoya@example.com,High,Resolved,1188,3.31,28848.46
77728,12/26/2024,12/27/2024,Sales,Middle East,Amber Massey,Valerie Meadows,anitajones@example.net,Critical,Resolved,1989,2.49,45282.59
4BAC79F8,12/27/2024,,Sales,Asia Pacific,Abigail Peterson,Tracy Cain,danielmathis@example.com,Low,Unresolved,,,47717.13
FCB2A482,12/27/2024,,Billing,North America,Benjamin Martinez,Kevin Haley,felicia31@example.org,Medium,Unresolved,,,4749.64
5466BA9B,12/27/2024,12/28/2024,Sales,Middle East,Michael Townsend,Julia Ross,jasminfranklin@example.com,Critical,Resolved,2687,2.77,40871.08
6450DA9B,12/27/2024,12/29/2024,Customer Support,Europe,Richard Rose,Sandra Austin,jennifer36@example.org,Low,Resolved,3416,4.28,6448.59
EF13ED53,12/27/2024,12/28/2024,Operations,Africa,Paul Simmons PhD,David Gardner,julia18@example.org,Medium,Resolved,2460,2.93,8520.83
E16DF3B4,12/29/2024,12/30/2024,Customer Support,North America,Erik Phillips,Nicole Scott,clee@example.com,Critical,Resolved,2468,3.14,44431.76
92428983,12/29/2024,12/31/2024,Sales,Africa,Matthew Ortega,Michael Padilla,carneyanthony@example.org,Critical,Resolved,4307,2.11,18933.03
CD80C150,12/30/2024,1/1/2025,Sales,Middle East,Olivia Yu,Philip Macdonald,kdavis@example.com,Medium,Resolved,3828,2.67,10868.62
